place_accessibility_id	place_id	is_first_floor	floors	image_urls	stair_info	stair_height_level	has_slope	entrance_door_types	comment
1540fb6e-b2fb-4e8e-ab5e-ac67064fa0df	1049137793	FALSE	5		NONE		FALSE	Sliding
